id,text_clean,label
423,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 pobox12n146tf150p,spam
424,siva is in hostel aha,ham
425,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,spam
426,send this to ur friends and receive something about ur voice how is my speaking expression 1 childish 2 naughty 3 sentiment 4 rowdy 5 ful of attitude 6 romantic 7 shy 8 attractive 9 funny lt gt irritating lt gt lovable reply me,ham
427,ok she ll be ok i guess,ham
428,aathi where are you dear,ham
429,any pain on urination any thing else,ham
430,7 at esplanade do mind giving me a lift cos i got no car today,ham
431,i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,ham
432,at home watching tv lor,ham
433,does she usually take fifteen fucking minutes to respond to a yes or no question,ham
434,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,spam
435,booked ticket for pongal,ham
436,you available now i m like right around hillsborough amp lt gt th,ham
437,the message sent is askin for lt gt dollars shoul i pay lt gt or lt gt,ham
438,ask g or iouri i ve told the story like ten times already,ham
439,how long does applebees fucking take,ham
440,hi hope u get this txt journey hasnt been gd now about 50 mins late i think,ham
441,but i have to i like to have love and arrange,ham
442,yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,ham
443,you were supposed to wake me up gt,ham
444,oic i saw him too but i tot he din c me i found a group liao,ham
445,sorry i ll call later,ham
446,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausage love jen xxx,ham
447,sorry my battery died i can come by but i m only getting a gram for now where s your place,ham
448,well done blimey exercise yeah i kinda remember wot that is hmm,ham
449,i wont get concentration dear you know you are my mind and everything,ham
450,lol have you made plans for new years,ham
451,10 min later k,ham
452,hanks lotsly,ham
453,thanks for this hope you had a good day today,ham
454,k k what are detail you want to transfer acc no enough,ham
455,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,ham
456,loan for any purpose 500 75 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,spam
457,si si i think ill go make those oreo truffles,ham
458,look at amy ure a beautiful intelligent woman and i like u a lot i know u don t like me like that so don t worry,ham
459,i hope you that s the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,ham
460,1 20 that call cost which i guess isnt bad miss ya need ya want ya love ya,ham
461,going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe,ham
462,where did u go my phone is gonna die you have to stay in here,ham
463,great never been better each day gives even more reasons to thank god,ham
464,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july t c s apply opt out available,spam
465,sorry i ll call later ok bye,ham
466,ok i am on the way to railway,ham
467,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night,ham
468,they don t put that stuff on the roads to keep it from getting slippery over there,ham
469,when are you going to ride your bike,ham
470,yup no need i ll jus wait 4 e rain 2 stop,ham
471,there are many company tell me the language,ham
472,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,spam
473,how long has it been since you screamed princess,ham
474,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the 9ja person you are sending account details to cos,ham
475,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uk s largest dogging network by txting moan to 69888nyt ec2a 31p msg 150p,spam
476,nice line said by a broken heart plz don t cum 1 more times infront of me other wise once again i ll trust u good 9t,ham
477,ok i m gonna head up to usf in like fifteen minutes,ham
478,love you aathi love u lot,ham
479,tension ah what machi any problem,ham
480,k can i pick up another 8th when you re done,ham
481,when re you guys getting back g said you were thinking about not staying for mcr,ham
482,almost there see u in a sec,ham
483,yo carlos a few friends are already asking me about you you working at all this weekend,ham
484,watching tv lor,ham
485,thank you baby i cant wait to taste the real thing,ham
486,you should change your fb to jaykwon thuglyfe falconerf,ham
487,if we win its really no 1 side for long time,ham
488,free message activate your 500 free text messages by replying to this message with the word free for terms conditions visit www 07781482378 com,spam
489,dear reached railway what happen to you,ham
490,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,ham
491,i think i ve fixed it can you send a test message,ham
492,sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card,ham
493,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,spam
494,sorry in meeting i ll call later,ham
495,what class of lt gt reunion,ham
496,are you free now can i call now,ham
497,got meh when,ham
498,nope think i will go for it on monday sorry i replied so late,ham
499,some of them told accenture is not confirm is it true,ham
500,kate jackson rec center before 7ish right,ham
501,dear i have reache room,ham
502,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose,ham
503,when can come out,ham
504,check with nuerologist,ham
505,lolnice i went from a fish to water,ham
506,123 congratulations in this week s competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 t cs stop sms 08718727868 over 18 only 150ppm,spam
507,no it s waiting in e car dat s bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat,ham
508,maybe westshore or hyde park village the place near my house,ham
509,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need,ham
510,what s the significance,ham
511,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,ham
512,8 at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,ham
513,prabha i m soryda realy frm heart i m sory,ham
